Day-ahead demand forecast for Seattle City Light (SCL) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3389916&sdid=EBA.SCL-ALL.DF.H
22:07:08 GMT-0500 (CDT)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SCL-ALL.DF.H megawatthours
09/3/2020 19H,1036
09/3/2020 18H,1008
09/3/2020 17H,984
09/3/2020 16H,958
09/3/2020 15H,918
09/3/2020 14H,846
09/3/2020 13H,764
09/3/2020 12H,716
09/3/2020 11H,706
09/3/2020 10H,716
09/3/2020 09H,736
09/3/2020 08H,774
09/3/2020 07H,816
09/3/2020 06H,888
09/3/2020 05H,966
09/3/2020 04H,1022
09/3/2020 03H,1028
09/3/2020 02H,1044
09/3/2020 01H,1078
09/3/2020 00H,1072
09/2/2020 23H,1070
09/2/2020 22H,1068
09/2/2020 21H,1062
09/2/2020 20H,1056
09/2/2020 19H,1032
09/2/2020 18H,1006
09/2/2020 17H,984
09/2/2020 16H,952
09/2/2020 15H,906
09/2/2020 14H,856
09/2/2020 13H,800
09/2/2020 12H,758
09/2/2020 11H,746
09/2/2020 10H,752
09/2/2020 09H,776
09/2/2020 08H,806
09/2/2020 07H,856
09/2/2020 06H,928
09/2/2020 05H,1006
09/2/2020 04H,1058
09/2/2020 03H,1068
09/2/2020 02H,1084
09/2/2020 01H,1112
09/2/2020 00H,1100
09/1/2020 23H,1098
09/1/2020 22H,1096
09/1/2020 21H,1090
09/1/2020 20H,1092
09/1/2020 19H,1070
09/1/2020 18H,1046
09/1/2020 17H,1024
09/1/2020 16H,992
09/1/2020 15H,946
09/1/2020 14H,872
09/1/2020 13H,790
09/1/2020 12H,742
09/1/2020 11H,732
09/1/2020 10H,736
09/1/2020 09H,754
09/1/2020 08H,784
09/1/2020 07H,838
09/1/2020 06H,900
09/1/2020 05H,974
09/1/2020 04H,1024
09/1/2020 03H,1036
09/1/2020 02H,1060
09/1/2020 01H,1090
09/1/2020 00H,1078
08/31/2020 23H,1074
08/31/2020 22H,1072
08/31/2020 21H,1078
08/31/2020 20H,1076
08/31/2020 19H,1060
08/31/2020 18H,1040
08/31/2020 17H,1018
08/31/2020 16H,978
08/31/2020 15H,916
08/31/2020 14H,848
08/31/2020 13H,782
08/31/2020 12H,740
08/31/2020 11H,728
08/31/2020 10H,724
08/31/2020 09H,742
08/31/2020 08H,772
08/31/2020 07H,842
08/31/2020 06H,904
08/31/2020 05H,956
08/31/2020 04H,986
08/31/2020 03H,992
08/31/2020 02H,994
08/31/2020 01H,990
08/31/2020 00H,964
08/30/2020 23H,954
08/30/2020 22H,946
08/30/2020 21H,956
08/30/2020 20H,958
08/30/2020 19H,938
08/30/2020 18H,922
08/30/2020 17H,882
08/30/2020 16H,830
08/30/2020 15H,774
08/30/2020 14H,746
08/30/2020 13H,730
08/30/2020 12H,716
08/30/2020 11H,720
08/30/2020 10H,728
08/30/2020 09H,752
08/30/2020 08H,782
08/30/2020 07H,824
08/30/2020 06H,874
08/30/2020 05H,924
08/30/2020 04H,956
08/30/2020 03H,962
08/30/2020 02H,966
08/30/2020 01H,958
08/30/2020 00H,946
08/29/2020 23H,944
08/29/2020 22H,946
08/29/2020 21H,936
08/29/2020 20H,938
08/29/2020 19H,932
08/29/2020 18H,908
08/29/2020 17H,880
08/29/2020 16H,844
08/29/2020 15H,790
08/29/2020 14H,762
08/29/2020 13H,746
08/29/2020 12H,736
08/29/2020 11H,742
08/29/2020 10H,750
08/29/2020 09H,772
08/29/2020 08H,810
08/29/2020 07H,844
08/29/2020 06H,892
08/29/2020 05H,940
08/29/2020 04H,980
08/29/2020 03H,998
08/29/2020 02H,1032
08/29/2020 01H,1082
08/29/2020 00H,1082
08/28/2020 23H,1082
08/28/2020 22H,1082
08/28/2020 21H,1086
08/28/2020 20H,1086
08/28/2020 19H,1060
08/28/2020 18H,1036
08/28/2020 17H,1012
08/28/2020 16H,974
08/28/2020 15H,910
08/28/2020 14H,836
08/28/2020 13H,786
08/28/2020 12H,752
08/28/2020 11H,746
08/28/2020 10H,754
08/28/2020 09H,752
08/28/2020 08H,758
08/28/2020 07H,804
08/28/2020 06H,872
08/28/2020 05H,940
08/28/2020 04H,984
08/28/2020 03H,1000
08/28/2020 02H,1024
08/28/2020 01H,1058
08/28/2020 00H,1054
08/27/2020 23H,1050
08/27/2020 22H,1048
08/27/2020 21H,1048
08/27/2020 20H,1048
08/27/2020 19H,1018
08/27/2020 18H,988
08/27/2020 17H,960
08/27/2020 16H,926
08/27/2020 15H,870
08/27/2020 14H,798
08/27/2020 13H,740
08/27/2020 12H,704
08/27/2020 11H,696
08/27/2020 10H,706
08/27/2020 09H,728
08/27/2020 08H,758
08/27/2020 07H,796
08/27/2020 06H,860
08/27/2020 05H,932
08/27/2020 04H,976
08/27/2020 03H,988
08/27/2020 02H,1012
08/27/2020 01H,1046
08/27/2020 00H,1040
08/26/2020 23H,1034
08/26/2020 22H,1036
08/26/2020 21H,1038
08/26/2020 20H,1042
08/26/2020 19H,1014
08/26/2020 18H,986
08/26/2020 17H,962
08/26/2020 16H,926
08/26/2020 15H,866
08/26/2020 14H,792
08/26/2020 13H,734
08/26/2020 12H,698
08/26/2020 11H,692
08/26/2020 10H,698
08/26/2020 09H,720
08/26/2020 08H,778
08/26/2020 07H,846
08/26/2020 06H,914
08/26/2020 05H,986
08/26/2020 04H,1030
08/26/2020 03H,1044
08/26/2020 02H,1072
08/26/2020 01H,1098
08/26/2020 00H,1090
08/25/2020 23H,1084
08/25/2020 22H,1086
08/25/2020 21H,1088
08/25/2020 20H,1090
08/25/2020 19H,1062
08/25/2020 18H,1032
08/25/2020 17H,1006
08/25/2020 16H,974
08/25/2020 15H,916
08/25/2020 14H,840
08/25/2020 13H,782
08/25/2020 12H,742
08/25/2020 11H,736
08/25/2020 10H,744
08/25/2020 09H,766
08/25/2020 08H,796
08/25/2020 07H,846
08/25/2020 06H,916
08/25/2020 05H,992
08/25/2020 04H,1032
08/25/2020 03H,1050
08/25/2020 02H,1076
08/25/2020 01H,1102
08/25/2020 00H,1098
08/24/2020 23H,1094
08/24/2020 22H,1094
08/24/2020 21H,1098
08/24/2020 20H,1104
08/24/2020 19H,1076
08/24/2020 18H,1046
08/24/2020 17H,1018
08/24/2020 16H,978
08/24/2020 15H,920
08/24/2020 14H,848
08/24/2020 13H,790
08/24/2020 12H,746
08/24/2020 11H,734
08/24/2020 10H,738
08/24/2020 09H,756
08/24/2020 08H,786
08/24/2020 07H,850
08/24/2020 06H,914
08/24/2020 05H,978
08/24/2020 04H,1008
08/24/2020 03H,1004
08/24/2020 02H,1018
08/24/2020 01H,1020
08/24/2020 00H,1000
08/23/2020 23H,974
08/23/2020 22H,966
08/23/2020 21H,978
08/23/2020 20H,972
08/23/2020 19H,952
08/23/2020 18H,924
08/23/2020 17H,876
08/23/2020 16H,822
08/23/2020 15H,770
08/23/2020 14H,746
08/23/2020 13H,738
08/23/2020 12H,730
08/23/2020 11H,734
08/23/2020 10H,744
08/23/2020 09H,770
08/23/2020 08H,804
08/23/2020 07H,844
08/23/2020 06H,894
08/23/2020 05H,954
08/23/2020 04H,970
08/23/2020 03H,976
08/23/2020 02H,990
08/23/2020 01H,988
08/23/2020 00H,964
08/22/2020 23H,964
08/22/2020 22H,964
08/22/2020 21H,962
08/22/2020 20H,968
08/22/2020 19H,944
08/22/2020 18H,922
08/22/2020 17H,894
08/22/2020 16H,848
08/22/2020 15H,808
08/22/2020 14H,780
08/22/2020 13H,772
08/22/2020 12H,758
08/22/2020 11H,760
08/22/2020 10H,768
08/22/2020 09H,794
08/22/2020 08H,830
08/22/2020 07H,866
08/22/2020 06H,914
08/22/2020 05H,970
08/22/2020 04H,996
08/22/2020 03H,1012
08/22/2020 02H,1056
08/22/2020 01H,1104
08/22/2020 00H,1110
08/21/2020 23H,1112
08/21/2020 22H,1114
08/21/2020 21H,1120
08/21/2020 20H,1140
08/21/2020 19H,1128
08/21/2020 18H,1104
08/21/2020 17H,1078
08/21/2020 16H,1032
08/21/2020 15H,966
08/21/2020 14H,896
08/21/2020 13H,850
08/21/2020 12H,808
08/21/2020 11H,792
08/21/2020 10H,800
08/21/2020 09H,798
08/21/2020 08H,804
08/21/2020 07H,848
08/21/2020 06H,916
08/21/2020 05H,986
08/21/2020 04H,1018
08/21/2020 03H,1026
08/21/2020 02H,1058
08/21/2020 01H,1094
08/21/2020 00H,1092
08/20/2020 23H,1090
08/20/2020 22H,1084
08/20/2020 21H,1084
08/20/2020 20H,1088
08/20/2020 19H,1064
08/20/2020 18H,1040
08/20/2020 17H,1022
08/20/2020 16H,982
08/20/2020 15H,926
08/20/2020 14H,856
08/20/2020 13H,798
08/20/2020 12H,748
08/20/2020 11H,738
08/20/2020 10H,744
08/20/2020 09H,770
08/20/2020 08H,806
08/20/2020 07H,854
08/20/2020 06H,930
08/20/2020 05H,1006
08/20/2020 04H,1038
08/20/2020 03H,1052
08/20/2020 02H,1086
08/20/2020 01H,1126
08/20/2020 00H,1122
08/19/2020 23H,1114
08/19/2020 22H,1104
08/19/2020 21H,1098
08/19/2020 20H,1092
08/19/2020 19H,1072
08/19/2020 18H,1048
08/19/2020 17H,1024
08/19/2020 16H,988
08/19/2020 15H,936
08/19/2020 14H,858
08/19/2020 13H,792
08/19/2020 12H,744
08/19/2020 11H,732
08/19/2020 10H,744
08/19/2020 09H,772
08/19/2020 08H,836
08/19/2020 07H,910
08/19/2020 06H,986
08/19/2020 05H,1062
08/19/2020 04H,1088
08/19/2020 03H,1108
08/19/2020 02H,1146
08/19/2020 01H,1182
08/19/2020 00H,1178
08/18/2020 23H,1170
08/18/2020 22H,1162
08/18/2020 21H,1156
08/18/2020 20H,1156
08/18/2020 19H,1140
08/18/2020 18H,1116
08/18/2020 17H,1092
08/18/2020 16H,1050
08/18/2020 15H,988
08/18/2020 14H,916
08/18/2020 13H,854
08/18/2020 12H,812
08/18/2020 11H,802
08/18/2020 10H,814
08/18/2020 09H,844
08/18/2020 08H,880
08/18/2020 07H,930
08/18/2020 06H,1014
08/18/2020 05H,1096
08/18/2020 04H,1124
08/18/2020 03H,1146
08/18/2020 02H,1194
08/18/2020 01H,1238
08/18/2020 00H,1234
08/17/2020 23H,1228
08/17/2020 22H,1210
08/17/2020 21H,1204
08/17/2020 20H,1196
08/17/2020 19H,1164
08/17/2020 18H,1138
08/17/2020 17H,1102
08/17/2020 16H,1068
08/17/2020 15H,1002
08/17/2020 14H,922
08/17/2020 13H,866
08/17/2020 12H,820
08/17/2020 11H,802
08/17/2020 10H,816
08/17/2020 09H,836
08/17/2020 08H,876
08/17/2020 07H,944
08/17/2020 06H,1026
08/17/2020 05H,1096
08/17/2020 04H,1118
08/17/2020 03H,1132
08/17/2020 02H,1154
08/17/2020 01H,1142
08/17/2020 00H,1118
08/16/2020 23H,1086
08/16/2020 22H,1064
08/16/2020 21H,1058
08/16/2020 20H,1040
08/16/2020 19H,1006
08/16/2020 18H,974
08/16/2020 17H,908
08/16/2020 16H,844
08/16/2020 15H,786
08/16/2020 14H,758
08/16/2020 13H,752
08/16/2020 12H,748
08/16/2020 11H,754
08/16/2020 10H,746
08/16/2020 09H,782
08/16/2020 08H,830
08/16/2020 07H,884
08/16/2020 06H,946
08/16/2020 05H,1010
08/16/2020 04H,1022
08/16/2020 03H,1014
08/16/2020 02H,1040
08/16/2020 01H,1052
08/16/2020 00H,1030
08/15/2020 23H,1024
08/15/2020 22H,1016
08/15/2020 21H,1020
08/15/2020 20H,1016
08/15/2020 19H,980
08/15/2020 18H,948
08/15/2020 17H,900
08/15/2020 16H,850
08/15/2020 15H,792
08/15/2020 14H,760
08/15/2020 13H,750
08/15/2020 12H,734
08/15/2020 11H,746
08/15/2020 10H,750
08/15/2020 09H,778
08/15/2020 08H,814
08/15/2020 07H,854
08/15/2020 06H,910
08/15/2020 05H,960
08/15/2020 04H,974
08/15/2020 03H,998
08/15/2020 02H,1040
08/15/2020 01H,1092
08/15/2020 00H,1090
08/14/2020 23H,1084
08/14/2020 22H,1082
08/14/2020 21H,1084
08/14/2020 20H,1088
08/14/2020 19H,1062
08/14/2020 18H,1042
08/14/2020 17H,1016
08/14/2020 16H,974
08/14/2020 15H,906
08/14/2020 14H,824
08/14/2020 13H,774
08/14/2020 12H,738
08/14/2020 11H,732
08/14/2020 10H,742
08/14/2020 09H,740
08/14/2020 08H,744
08/14/2020 07H,796
08/14/2020 06H,868
08/14/2020 05H,930
08/14/2020 04H,948
08/14/2020 03H,962
08/14/2020 02H,998
08/14/2020 01H,1034
08/14/2020 00H,1024
08/13/2020 23H,1016
08/13/2020 22H,1010
08/13/2020 21H,1016
08/13/2020 20H,1014
08/13/2020 19H,996
08/13/2020 18H,976
08/13/2020 17H,956
08/13/2020 16H,926
08/13/2020 15H,862
08/13/2020 14H,784
08/13/2020 13H,726
08/13/2020 12H,688
08/13/2020 11H,680
08/13/2020 10H,688
08/13/2020 09H,710
08/13/2020 08H,738
08/13/2020 07H,796
08/13/2020 06H,868
08/13/2020 05H,932
08/13/2020 04H,950
08/13/2020 03H,968
08/13/2020 02H,1002
08/13/2020 01H,1036
08/13/2020 00H,1030
08/12/2020 23H,1022
08/12/2020 22H,1016
08/12/2020 21H,1022
08/12/2020 20H,1020
08/12/2020 19H,1000
08/12/2020 18H,976
08/12/2020 17H,956
08/12/2020 16H,926
08/12/2020 15H,860
08/12/2020 14H,782
08/12/2020 13H,726
08/12/2020 12H,688
08/12/2020 11H,682
08/12/2020 10H,688
08/12/2020 09H,710
08/12/2020 08H,740
08/12/2020 07H,800
08/12/2020 06H,872
08/12/2020 05H,942
08/12/2020 04H,964
08/12/2020 03H,984
08/12/2020 02H,1044
08/12/2020 01H,1098
08/12/2020 00H,1086
08/11/2020 23H,1080
08/11/2020 22H,1082
08/11/2020 21H,1084
08/11/2020 20H,1076
08/11/2020 19H,1058
08/11/2020 18H,1034
08/11/2020 17H,1012
08/11/2020 16H,980
08/11/2020 15H,924
08/11/2020 14H,850
08/11/2020 13H,794
08/11/2020 12H,758
08/11/2020 11H,750
08/11/2020 10H,756
08/11/2020 09H,784
08/11/2020 08H,820
08/11/2020 07H,874
08/11/2020 06H,954
08/11/2020 05H,1034
08/11/2020 04H,1064
08/11/2020 03H,1081
08/11/2020 02H,1113
08/11/2020 01H,1143
08/11/2020 00H,1140
08/10/2020 23H,1132
08/10/2020 22H,1124
08/10/2020 21H,1126
08/10/2020 20H,1118
08/10/2020 19H,1096
08/10/2020 18H,1068
08/10/2020 17H,1035
08/10/2020 16H,992
08/10/2020 15H,923
08/10/2020 14H,840
08/10/2020 13H,782
08/10/2020 12H,741
08/10/2020 11H,729
08/10/2020 10H,733
08/10/2020 09H,755
08/10/2020 08H,788
08/10/2020 07H,849
08/10/2020 06H,917
08/10/2020 05H,977
08/10/2020 04H,987
08/10/2020 03H,985
08/10/2020 02H,1005
08/10/2020 01H,1003
08/10/2020 00H,980
08/9/2020 23H,952
08/9/2020 22H,945
08/9/2020 21H,954
08/9/2020 20H,949
08/9/2020 19H,927
08/9/2020 18H,905
08/9/2020 17H,859
08/9/2020 16H,808
08/9/2020 15H,755
08/9/2020 14H,721
08/9/2020 13H,716
08/9/2020 12H,712
08/9/2020 11H,714
08/9/2020 10H,722
08/9/2020 09H,749
08/9/2020 08H,783
08/9/2020 07H,844
08/9/2020 06H,892
08/9/2020 05H,948
08/9/2020 04H,960
08/9/2020 03H,962
08/9/2020 02H,982
08/9/2020 01H,984
08/9/2020 00H,968
08/8/2020 23H,962
08/8/2020 22H,962
08/8/2020 21H,966
08/8/2020 20H,970
08/8/2020 19H,950
08/8/2020 18H,922
08/8/2020 17H,890
08/8/2020 16H,840
08/8/2020 15H,790
08/8/2020 14H,760
08/8/2020 13H,746
08/8/2020 12H,736
08/8/2020 11H,740
08/8/2020 10H,746
08/8/2020 09H,768
08/8/2020 08H,806
08/8/2020 07H,856
08/8/2020 06H,908
08/8/2020 05H,952
08/8/2020 04H,968
08/8/2020 03H,992
08/8/2020 02H,1032
08/8/2020 01H,1074
08/8/2020 00H,1076
08/7/2020 23H,1078
08/7/2020 22H,1078
08/7/2020 21H,1082
08/7/2020 20H,1082
08/7/2020 19H,1060
08/7/2020 18H,1042
08/7/2020 17H,1022
08/7/2020 16H,984
08/7/2020 15H,918
08/7/2020 14H,840
08/7/2020 13H,792
08/7/2020 12H,758
08/7/2020 11H,748
08/7/2020 10H,760
08/7/2020 09H,760
08/7/2020 08H,766
08/7/2020 07H,810
08/7/2020 06H,876
08/7/2020 05H,932
08/7/2020 04H,948
08/7/2020 03H,962
08/7/2020 02H,990
08/7/2020 01H,1016
08/7/2020 00H,1014
08/6/2020 23H,1020
08/6/2020 22H,1026
08/6/2020 21H,1042
08/6/2020 20H,1052
08/6/2020 19H,1046
08/6/2020 18H,1022
08/6/2020 17H,1008
08/6/2020 16H,966
08/6/2020 15H,902
08/6/2020 14H,830
08/6/2020 13H,782
08/6/2020 12H,744
08/6/2020 11H,732
08/6/2020 10H,740
08/6/2020 09H,768
08/6/2020 08H,806
08/6/2020 07H,842
08/6/2020 06H,922
08/6/2020 05H,994
08/6/2020 04H,1022
08/6/2020 03H,1042
08/6/2020 02H,1080
08/6/2020 01H,1112
08/6/2020 00H,1108
08/5/2020 23H,1098
08/5/2020 22H,1096
08/5/2020 21H,1094
08/5/2020 20H,1086
08/5/2020 19H,1062
08/5/2020 18H,1038
08/5/2020 17H,1014
08/5/2020 16H,978
08/5/2020 15H,920
08/5/2020 14H,840
08/5/2020 13H,774
08/5/2020 12H,736
08/5/2020 11H,722
08/5/2020 10H,734
08/5/2020 09H,762
08/5/2020 08H,804
08/5/2020 07H,844
08/5/2020 06H,924
08/5/2020 05H,996
08/5/2020 04H,1024
08/5/2020 03H,1050
08/5/2020 02H,1110
08/5/2020 01H,1162
08/5/2020 00H,1156
08/4/2020 23H,1144
08/4/2020 22H,1142
08/4/2020 21H,1136
08/4/2020 20H,1130
08/4/2020 19H,1106
08/4/2020 18H,1084
08/4/2020 17H,1060
08/4/2020 16H,1024
08/4/2020 15H,970
08/4/2020 14H,888
08/4/2020 13H,816
08/4/2020 12H,776
08/4/2020 11H,762
08/4/2020 10H,772
08/4/2020 09H,796
08/4/2020 08H,834
08/4/2020 07H,882
08/4/2020 06H,958
08/4/2020 05H,1030
08/4/2020 04H,1052
08/4/2020 03H,1078
08/4/2020 02H,1110
08/4/2020 01H,1134
08/4/2020 00H,1128
08/3/2020 23H,1128
08/3/2020 22H,1128
08/3/2020 21H,1134
08/3/2020 20H,1132
08/3/2020 19H,1110
08/3/2020 18H,1092
08/3/2020 17H,1070
08/3/2020 16H,1028
08/3/2020 15H,960
08/3/2020 14H,884
08/3/2020 13H,824
08/3/2020 12H,784
08/3/2020 11H,766
08/3/2020 10H,768
08/3/2020 09H,790
08/3/2020 08H,828
08/3/2020 07H,894
08/3/2020 06H,964
08/3/2020 05H,1020
08/3/2020 04H,1018
08/3/2020 03H,1042
08/3/2020 02H,1064
08/3/2020 01H,1064
08/3/2020 00H,1042
08/2/2020 23H,1022
08/2/2020 22H,1014
08/2/2020 21H,1014
08/2/2020 20H,1010
08/2/2020 19H,992
08/2/2020 18H,948
08/2/2020 17H,908
08/2/2020 16H,850
08/2/2020 15H,802
08/2/2020 14H,764
08/2/2020 13H,758
08/2/2020 12H,754
08/2/2020 11H,758
08/2/2020 10H,772
08/2/2020 09H,792
08/2/2020 08H,828
08/2/2020 07H,878
08/2/2020 06H,934
08/2/2020 05H,990
08/2/2020 04H,996
08/2/2020 03H,1004
08/2/2020 02H,1024
08/2/2020 01H,1030
08/2/2020 00H,1002
08/1/2020 23H,1000
08/1/2020 22H,996
08/1/2020 21H,1004
08/1/2020 20H,1010
08/1/2020 19H,978
08/1/2020 18H,952
08/1/2020 17H,914
08/1/2020 16H,872
08/1/2020 15H,820
08/1/2020 14H,788
08/1/2020 13H,778
08/1/2020 12H,768
08/1/2020 11H,770
08/1/2020 10H,786
08/1/2020 09H,818
08/1/2020 08H,852
08/1/2020 07H,910
08/1/2020 06H,972
08/1/2020 05H,1018
08/1/2020 04H,1034
08/1/2020 03H,1066
08/1/2020 02H,1116
08/1/2020 01H,1172
08/1/2020 00H,1182
07/31/2020 23H,1180
07/31/2020 22H,1172
07/31/2020 21H,1176
07/31/2020 20H,1164
07/31/2020 19H,1138
07/31/2020 18H,1116
07/31/2020 17H,1088
07/31/2020 16H,1050
07/31/2020 15H,978
07/31/2020 14H,900
07/31/2020 13H,844
07/31/2020 12H,808
07/31/2020 11H,794
07/31/2020 10H,808
07/31/2020 09H,812
07/31/2020 08H,826
07/31/2020 07H,900
07/31/2020 06H,986
07/31/2020 05H,1052
07/31/2020 04H,1066
07/31/2020 03H,1098
07/31/2020 02H,1142
07/31/2020 01H,1176
07/31/2020 00H,1174
07/30/2020 23H,1164
07/30/2020 22H,1142
07/30/2020 21H,1140
07/30/2020 20H,1128
07/30/2020 19H,1094
07/30/2020 18H,1068
07/30/2020 17H,1034
07/30/2020 16H,992
07/30/2020 15H,924
07/30/2020 14H,838
07/30/2020 13H,774
07/30/2020 12H,732
07/30/2020 11H,722
07/30/2020 10H,734
07/30/2020 09H,764
07/30/2020 08H,808
07/30/2020 07H,874
07/30/2020 06H,962
07/30/2020 05H,1028
07/30/2020 04H,1042
07/30/2020 03H,1070
07/30/2020 02H,1110
07/30/2020 01H,1146
07/30/2020 00H,1142
07/29/2020 23H,1136
07/29/2020 22H,1124
07/29/2020 21H,1126
07/29/2020 20H,1120
07/29/2020 19H,1086
07/29/2020 18H,1058
07/29/2020 17H,1024
07/29/2020 16H,984
07/29/2020 15H,922
07/29/2020 14H,866
07/29/2020 13H,816
07/29/2020 12H,774
07/29/2020 11H,764
07/29/2020 10H,778
07/29/2020 09H,806
07/29/2020 08H,858
07/29/2020 07H,920
07/29/2020 06H,1000
07/29/2020 05H,1072
07/29/2020 04H,1092
07/29/2020 03H,1126
07/29/2020 02H,1164
07/29/2020 01H,1196
07/29/2020 00H,1196
07/28/2020 23H,1192
07/28/2020 22H,1180
07/28/2020 21H,1178
07/28/2020 20H,1166
07/28/2020 19H,1140
07/28/2020 18H,1112
07/28/2020 17H,1088
07/28/2020 16H,1058
07/28/2020 15H,998
07/28/2020 14H,920
07/28/2020 13H,846
07/28/2020 12H,808
07/28/2020 11H,794
07/28/2020 10H,808
07/28/2020 09H,832
07/28/2020 08H,876
07/28/2020 07H,958
07/28/2020 06H,1058
07/28/2020 05H,1132
07/28/2020 04H,1138
07/28/2020 03H,1166
07/28/2020 02H,1208
07/28/2020 01H,1232
07/28/2020 00H,1228
07/27/2020 23H,1214
07/27/2020 22H,1210
07/27/2020 21H,1208
07/27/2020 20H,1200
07/27/2020 19H,1172
07/27/2020 18H,1134
07/27/2020 17H,1094
07/27/2020 16H,1038
07/27/2020 15H,978
07/27/2020 14H,886
07/27/2020 13H,808
07/27/2020 12H,762
07/27/2020 11H,750
07/27/2020 10H,758
07/27/2020 09H,782
07/27/2020 08H,826
07/27/2020 07H,904
07/27/2020 06H,978
07/27/2020 05H,1032
07/27/2020 04H,1024
07/27/2020 03H,1042
07/27/2020 02H,1060
07/27/2020 01H,1064
07/27/2020 00H,1042
07/26/2020 23H,1022
07/26/2020 22H,1008
07/26/2020 21H,1012
07/26/2020 20H,1002
07/26/2020 19H,978
07/26/2020 18H,942
07/26/2020 17H,890
07/26/2020 16H,844
07/26/2020 15H,778
07/26/2020 14H,744
07/26/2020 13H,728
07/26/2020 12H,728
07/26/2020 11H,728
07/26/2020 10H,740
07/26/2020 09H,762
07/26/2020 08H,792
07/26/2020 07H,848
07/26/2020 06H,898
07/26/2020 05H,946
07/26/2020 04H,948
07/26/2020 03H,954
07/26/2020 02H,970
07/26/2020 01H,978
07/26/2020 00H,960
07/25/2020 23H,952
07/25/2020 22H,954
07/25/2020 21H,964
07/25/2020 20H,966
07/25/2020 19H,944
07/25/2020 18H,926
07/25/2020 17H,888
07/25/2020 16H,844
07/25/2020 15H,790
07/25/2020 14H,748
07/25/2020 13H,732
07/25/2020 12H,724
07/25/2020 11H,724
07/25/2020 10H,736
07/25/2020 09H,756
07/25/2020 08H,794
07/25/2020 07H,846
07/25/2020 06H,896
07/25/2020 05H,930
07/25/2020 04H,938
07/25/2020 03H,964
07/25/2020 02H,1002
07/25/2020 01H,1044
07/25/2020 00H,1044
07/24/2020 23H,1046
07/24/2020 22H,1050
07/24/2020 21H,1058
07/24/2020 20H,1066
07/24/2020 19H,1056
07/24/2020 18H,1036
07/24/2020 17H,1018
07/24/2020 16H,980
07/24/2020 15H,910
07/24/2020 14H,832
07/24/2020 13H,786
07/24/2020 12H,756
07/24/2020 11H,746
07/24/2020 10H,756
07/24/2020 09H,754
07/24/2020 08H,766
07/24/2020 07H,814
07/24/2020 06H,886
07/24/2020 05H,938
07/24/2020 04H,948
07/24/2020 03H,970
07/24/2020 02H,998
07/24/2020 01H,1024
07/24/2020 00H,1016
07/23/2020 23H,1016
07/23/2020 22H,1016
07/23/2020 21H,1022
07/23/2020 20H,1028
07/23/2020 19H,1016
07/23/2020 18H,992
07/23/2020 17H,972
07/23/2020 16H,940
07/23/2020 15H,878
07/23/2020 14H,804
07/23/2020 13H,750
07/23/2020 12H,718
07/23/2020 11H,708
07/23/2020 10H,718
07/23/2020 09H,740
07/23/2020 08H,782
07/23/2020 07H,834
07/23/2020 06H,910
07/23/2020 05H,972
07/23/2020 04H,980
07/23/2020 03H,1012
07/23/2020 02H,1042
07/23/2020 01H,1064
07/23/2020 00H,1058
07/22/2020 23H,1052
07/22/2020 22H,1048
07/22/2020 21H,1054
07/22/2020 20H,1050
07/22/2020 19H,1038
07/22/2020 18H,1022
07/22/2020 17H,1006
07/22/2020 16H,976
07/22/2020 15H,910
07/22/2020 14H,860
07/22/2020 13H,824
07/22/2020 12H,790
07/22/2020 11H,778
07/22/2020 10H,786
07/22/2020 09H,814
07/22/2020 08H,860
07/22/2020 07H,918
07/22/2020 06H,998
07/22/2020 05H,1062
07/22/2020 04H,1084
07/22/2020 03H,1124
07/22/2020 02H,1162
07/22/2020 01H,1188
07/22/2020 00H,1186
07/21/2020 23H,1176
07/21/2020 22H,1164
07/21/2020 21H,1164
07/21/2020 20H,1154
07/21/2020 19H,1130
07/21/2020 18H,1106
07/21/2020 17H,1080
07/21/2020 16H,1042
07/21/2020 15H,968
07/21/2020 14H,890
07/21/2020 13H,830
07/21/2020 12H,796
07/21/2020 11H,786
07/21/2020 10H,796
07/21/2020 09H,820
07/21/2020 08H,860
07/21/2020 07H,904
07/21/2020 06H,984
07/21/2020 05H,1052
07/21/2020 04H,1068
07/21/2020 03H,1106
07/21/2020 02H,1146
07/21/2020 01H,1168
07/21/2020 00H,1162
07/20/2020 23H,1154
07/20/2020 22H,1144
07/20/2020 21H,1148
07/20/2020 20H,1140
07/20/2020 19H,1118
07/20/2020 18H,1096
07/20/2020 17H,1058
07/20/2020 16H,1018
07/20/2020 15H,940
07/20/2020 14H,856
07/20/2020 13H,798
07/20/2020 12H,764
07/20/2020 11H,750
07/20/2020 10H,754
07/20/2020 09H,776
07/20/2020 08H,816
07/20/2020 07H,884
07/20/2020 06H,956
07/20/2020 05H,998
07/20/2020 04H,998
07/20/2020 03H,1006
07/20/2020 02H,1030
07/20/2020 01H,1032
07/20/2020 00H,1008
07/19/2020 23H,996
07/19/2020 22H,988
07/19/2020 21H,998
07/19/2020 20H,994
07/19/2020 19H,976
07/19/2020 18H,928
07/19/2020 17H,886
07/19/2020 16H,836
07/19/2020 15H,772
07/19/2020 14H,738
07/19/2020 13H,724
07/19/2020 12H,722
07/19/2020 11H,728
07/19/2020 10H,738
07/19/2020 09H,762
07/19/2020 08H,794
07/19/2020 07H,860
