Day-ahead demand forecast for Seattle City Light (SCL) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3389916&sdid=EBA.SCL-ALL.DF.H
22:07:08 GMT-0500 (CDT)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SCL-ALL.DF.H megawatthours
11/2/2017 06H,1090
11/2/2017 05H,1180
11/2/2017 04H,1236
11/2/2017 03H,1266
11/2/2017 02H,1279
11/2/2017 01H,1254
11/2/2017 00H,1212
11/1/2017 23H,1193
11/1/2017 22H,1203
11/1/2017 21H,1220
11/1/2017 20H,1235
11/1/2017 19H,1249
11/1/2017 18H,1259
11/1/2017 17H,1267
11/1/2017 16H,1290
11/1/2017 15H,1284
11/1/2017 14H,1159
11/1/2017 13H,988
11/1/2017 12H,882
11/1/2017 11H,846
11/1/2017 10H,848
11/1/2017 09H,865
11/1/2017 08H,900
11/1/2017 07H,985
11/1/2017 06H,1080
11/1/2017 05H,1170
11/1/2017 04H,1240
11/1/2017 03H,1270
11/1/2017 02H,1250
11/1/2017 01H,1205
11/1/2017 00H,1175
10/31/2017 23H,1160
10/31/2017 22H,1170
10/31/2017 21H,1195
10/31/2017 20H,1210
10/31/2017 19H,1230
10/31/2017 18H,1250
10/31/2017 17H,1280
10/31/2017 16H,1315
10/31/2017 15H,1330
10/31/2017 14H,1215
10/31/2017 13H,1025
10/31/2017 12H,915
10/31/2017 11H,870
10/31/2017 10H,865
10/31/2017 09H,880
10/31/2017 08H,910
10/31/2017 07H,972
10/31/2017 06H,1059
10/31/2017 05H,1143
10/31/2017 04H,1213
10/31/2017 03H,1252
10/31/2017 02H,1236
10/31/2017 01H,1188
10/31/2017 00H,1149
10/30/2017 23H,1139
10/30/2017 22H,1152
10/30/2017 21H,1176
10/30/2017 20H,1198
10/30/2017 19H,1215
10/30/2017 18H,1231
10/30/2017 17H,1251
10/30/2017 16H,1274
10/30/2017 15H,1279
10/30/2017 14H,1160
10/30/2017 13H,983
10/30/2017 12H,879
10/30/2017 11H,838
10/30/2017 10H,833
10/30/2017 09H,844
10/30/2017 08H,872
10/30/2017 07H,925
10/30/2017 06H,1005
10/30/2017 05H,1085
10/30/2017 04H,1145
10/30/2017 03H,1170
10/30/2017 02H,1150
10/30/2017 01H,1095
10/30/2017 00H,1060
10/29/2017 23H,1045
10/29/2017 22H,1057
10/29/2017 21H,1070
10/29/2017 20H,1085
10/29/2017 19H,1091
10/29/2017 18H,1093
10/29/2017 17H,1074
10/29/2017 16H,1024
10/29/2017 15H,959
10/29/2017 14H,892
10/29/2017 13H,845
10/29/2017 12H,815
10/29/2017 11H,810
10/29/2017 10H,820
10/29/2017 09H,840
10/29/2017 08H,870
10/29/2017 07H,927
10/29/2017 06H,983
10/29/2017 05H,1038
10/29/2017 04H,1085
10/29/2017 03H,1118
10/29/2017 02H,1117
10/29/2017 01H,1078
10/29/2017 00H,1053
10/28/2017 23H,1044
10/28/2017 22H,1056
10/28/2017 21H,1074
10/28/2017 20H,1096
10/28/2017 19H,1114
10/28/2017 18H,1122
10/28/2017 17H,1109
10/28/2017 16H,1071
10/28/2017 15H,1003
10/28/2017 14H,923
10/28/2017 13H,869
10/28/2017 12H,832
10/28/2017 11H,824
10/28/2017 10H,833
10/28/2017 09H,853
10/28/2017 08H,887
10/28/2017 07H,950
10/28/2017 06H,1015
10/28/2017 05H,1075
10/28/2017 04H,1130
10/28/2017 03H,1160
10/28/2017 02H,1170
10/28/2017 01H,1160
10/28/2017 00H,1145
10/27/2017 23H,1145
10/27/2017 22H,1155
10/27/2017 21H,1175
10/27/2017 20H,1185
10/27/2017 19H,1200
10/27/2017 18H,1220
10/27/2017 17H,1240
10/27/2017 16H,1260
10/27/2017 15H,1260
10/27/2017 14H,1145
10/27/2017 13H,980
10/27/2017 12H,880
10/27/2017 11H,840
10/27/2017 10H,845
10/27/2017 09H,840
10/27/2017 08H,850
10/27/2017 07H,905
10/27/2017 06H,995
10/27/2017 05H,1080
10/27/2017 04H,1140
10/27/2017 03H,1165
10/27/2017 02H,1155
10/27/2017 01H,1120
10/27/2017 00H,1100
10/26/2017 23H,1095
10/26/2017 22H,1115
10/26/2017 21H,1130
10/26/2017 20H,1145
10/26/2017 19H,1155
10/26/2017 18H,1175
10/26/2017 17H,1195
10/26/2017 16H,1215
10/26/2017 15H,1220
10/26/2017 14H,1105
10/26/2017 13H,930
10/26/2017 12H,830
10/26/2017 11H,795
10/26/2017 10H,795
10/26/2017 09H,815
10/26/2017 08H,850
10/26/2017 07H,910
10/26/2017 06H,1005
10/26/2017 05H,1100
10/26/2017 04H,1165
10/26/2017 03H,1200
10/26/2017 02H,1195
10/26/2017 01H,1165
10/26/2017 00H,1135
10/25/2017 23H,1125
10/25/2017 22H,1140
10/25/2017 21H,1145
10/25/2017 20H,1155
10/25/2017 19H,1165
10/25/2017 18H,1175
10/25/2017 17H,1190
10/25/2017 16H,1220
10/25/2017 15H,1245
10/25/2017 14H,1155
10/25/2017 13H,970
10/25/2017 12H,870
10/25/2017 11H,835
10/25/2017 10H,830
10/25/2017 09H,850
10/25/2017 08H,885
10/25/2017 07H,960
10/25/2017 06H,1040
10/25/2017 05H,1135
10/25/2017 04H,1210
10/25/2017 03H,1245
10/25/2017 02H,1235
10/25/2017 01H,1200
10/25/2017 00H,1165
10/24/2017 23H,1155
10/24/2017 22H,1170
10/24/2017 21H,1185
10/24/2017 20H,1195
10/24/2017 19H,1210
10/24/2017 18H,1220
10/24/2017 17H,1235
10/24/2017 16H,1255
10/24/2017 15H,1250
10/24/2017 14H,1130
10/24/2017 13H,960
10/24/2017 12H,855
10/24/2017 11H,820
10/24/2017 10H,820
10/24/2017 09H,835
10/24/2017 08H,870
10/24/2017 07H,955
10/24/2017 06H,1045
10/24/2017 05H,1130
10/24/2017 04H,1195
10/24/2017 03H,1220
10/24/2017 02H,1210
10/24/2017 01H,1185
10/24/2017 00H,1160
10/23/2017 23H,1155
10/23/2017 22H,1175
10/23/2017 21H,1195
10/23/2017 20H,1210
10/23/2017 19H,1220
10/23/2017 18H,1230
10/23/2017 17H,1240
10/23/2017 16H,1250
10/23/2017 15H,1240
10/23/2017 14H,1135
10/23/2017 13H,980
10/23/2017 12H,875
10/23/2017 11H,840
10/23/2017 10H,840
10/23/2017 09H,850
10/23/2017 08H,885
10/23/2017 07H,955
10/23/2017 06H,1035
10/23/2017 05H,1115
10/23/2017 04H,1160
10/23/2017 03H,1185
10/23/2017 02H,1160
10/23/2017 01H,1120
10/23/2017 00H,1095
10/22/2017 23H,1080
10/22/2017 22H,1100
10/22/2017 21H,1110
10/22/2017 20H,1130
10/22/2017 19H,1135
10/22/2017 18H,1130
10/22/2017 17H,1105
10/22/2017 16H,1050
10/22/2017 15H,980
10/22/2017 14H,925
10/22/2017 13H,880
10/22/2017 12H,850
10/22/2017 11H,845
10/22/2017 10H,860
10/22/2017 09H,885
10/22/2017 08H,925
10/22/2017 07H,980
10/22/2017 06H,1045
10/22/2017 05H,1105
10/22/2017 04H,1150
10/22/2017 03H,1190
10/22/2017 02H,1190
10/22/2017 01H,1165
10/22/2017 00H,1150
10/21/2017 23H,1145
10/21/2017 22H,1165
10/21/2017 21H,1180
10/21/2017 20H,1210
10/21/2017 19H,1215
10/21/2017 18H,1210
10/21/2017 17H,1190
10/21/2017 16H,1140
10/21/2017 15H,1065
10/21/2017 14H,985
10/21/2017 13H,930
10/21/2017 12H,885
10/21/2017 11H,875
10/21/2017 10H,880
10/21/2017 09H,905
10/21/2017 08H,945
10/21/2017 07H,993
10/21/2017 06H,1064
10/21/2017 05H,1126
10/21/2017 04H,1185
10/21/2017 03H,1224
10/21/2017 02H,1232
10/21/2017 01H,1221
10/21/2017 00H,1196
10/20/2017 23H,1187
10/20/2017 22H,1204
10/20/2017 21H,1221
10/20/2017 20H,1236
10/20/2017 19H,1249
10/20/2017 18H,1261
10/20/2017 17H,1274
10/20/2017 16H,1290
10/20/2017 15H,1288
10/20/2017 14H,1167
10/20/2017 13H,995
10/20/2017 12H,891
10/20/2017 11H,830
10/20/2017 10H,813
10/20/2017 09H,831
10/20/2017 08H,870
10/20/2017 07H,925
10/20/2017 06H,1010
10/20/2017 05H,1097
10/20/2017 04H,1150
10/20/2017 03H,1181
10/20/2017 02H,1177
10/20/2017 01H,1149
10/20/2017 00H,1125
10/19/2017 23H,1115
10/19/2017 22H,1135
10/19/2017 21H,1147
10/19/2017 20H,1160
10/19/2017 19H,1164
10/19/2017 18H,1172
10/19/2017 17H,1183
10/19/2017 16H,1195
10/19/2017 15H,1199
10/19/2017 14H,1083
10/19/2017 13H,910
10/19/2017 12H,813
10/19/2017 11H,783
10/19/2017 10H,788
10/19/2017 09H,807
10/19/2017 08H,835
10/19/2017 07H,905
10/19/2017 06H,998
10/19/2017 05H,1091
10/19/2017 04H,1149
10/19/2017 03H,1182
10/19/2017 02H,1172
10/19/2017 01H,1146
10/19/2017 00H,1121
10/18/2017 23H,1115
10/18/2017 22H,1132
10/18/2017 21H,1148
10/18/2017 20H,1155
10/18/2017 19H,1167
10/18/2017 18H,1175
10/18/2017 17H,1192
10/18/2017 16H,1215
10/18/2017 15H,1223
10/18/2017 14H,1107
10/18/2017 13H,979
10/18/2017 12H,876
10/18/2017 11H,843
10/18/2017 10H,843
10/18/2017 09H,865
10/18/2017 08H,901
10/18/2017 07H,975
10/18/2017 06H,1060
10/18/2017 05H,1150
10/18/2017 04H,1200
10/18/2017 03H,1220
10/18/2017 02H,1220
10/18/2017 01H,1190
10/18/2017 00H,1150
10/17/2017 23H,1165
10/17/2017 22H,1175
10/17/2017 21H,1195
10/17/2017 20H,1200
10/17/2017 19H,1205
10/17/2017 18H,1210
10/17/2017 17H,1220
10/17/2017 16H,1230
10/17/2017 15H,1232
10/17/2017 14H,1117
10/17/2017 13H,950
10/17/2017 12H,856
10/17/2017 11H,825
10/17/2017 10H,825
10/17/2017 09H,843
10/17/2017 08H,879
10/17/2017 07H,935
10/17/2017 06H,1020
10/17/2017 05H,1110
10/17/2017 04H,1155
10/17/2017 03H,1180
10/17/2017 02H,1160
10/17/2017 01H,1150
10/17/2017 00H,1135
10/16/2017 23H,1135
10/16/2017 22H,1145
10/16/2017 21H,1155
10/16/2017 20H,1170
10/16/2017 19H,1180
10/16/2017 18H,1195
10/16/2017 17H,1205
10/16/2017 16H,1225
10/16/2017 15H,1230
10/16/2017 14H,1115
10/16/2017 13H,955
10/16/2017 12H,865
10/16/2017 11H,810
10/16/2017 10H,810
10/16/2017 09H,840
10/16/2017 08H,860
10/16/2017 07H,935
10/16/2017 06H,1005
10/16/2017 05H,1080
10/16/2017 04H,1110
10/16/2017 03H,1095
10/16/2017 02H,1070
10/16/2017 01H,1055
10/16/2017 00H,1035
10/15/2017 23H,1020
10/15/2017 22H,1035
10/15/2017 21H,1045
10/15/2017 20H,1065
10/15/2017 19H,1085
10/15/2017 18H,1090
10/15/2017 17H,1085
10/15/2017 16H,1040
10/15/2017 15H,980
10/15/2017 14H,910
10/15/2017 13H,880
10/15/2017 12H,845
10/15/2017 11H,850
10/15/2017 10H,860
10/15/2017 09H,875
10/15/2017 08H,919
10/15/2017 07H,980
10/15/2017 06H,1040
10/15/2017 05H,1105
10/15/2017 04H,1125
10/15/2017 03H,1130
10/15/2017 02H,1110
10/15/2017 01H,1080
10/15/2017 00H,1065
10/14/2017 23H,1065
10/14/2017 22H,1080
10/14/2017 21H,1100
10/14/2017 20H,1130
10/14/2017 19H,1155
10/14/2017 18H,1170
10/14/2017 17H,1160
10/14/2017 16H,1135
10/14/2017 15H,1075
10/14/2017 14H,995
10/14/2017 13H,945
10/14/2017 12H,905
10/14/2017 11H,895
10/14/2017 10H,895
10/14/2017 09H,915
10/14/2017 08H,950
10/14/2017 07H,995
10/14/2017 06H,1070
10/14/2017 05H,1135
10/14/2017 04H,1175
10/14/2017 03H,1190
10/14/2017 02H,1180
10/14/2017 01H,1175
10/14/2017 00H,1155
10/13/2017 23H,1150
10/13/2017 22H,1175
10/13/2017 21H,1200
10/13/2017 20H,1215
10/13/2017 19H,1230
10/13/2017 18H,1250
10/13/2017 17H,1260
10/13/2017 16H,1285
10/13/2017 15H,1295
10/13/2017 14H,1180
10/13/2017 13H,1015
10/13/2017 12H,910
10/13/2017 11H,870
10/13/2017 10H,850
10/13/2017 09H,840
10/13/2017 08H,875
10/13/2017 07H,935
10/13/2017 06H,1025
10/13/2017 05H,1115
10/13/2017 04H,1160
10/13/2017 03H,1165
10/13/2017 02H,1155
10/13/2017 01H,1140
10/13/2017 00H,1120
10/12/2017 23H,1115
10/12/2017 22H,1125
10/12/2017 21H,1145
10/12/2017 20H,1155
10/12/2017 19H,1170
10/12/2017 18H,1185
10/12/2017 17H,1195
10/12/2017 16H,1220
10/12/2017 15H,1220
10/12/2017 14H,1110
10/12/2017 13H,935
10/12/2017 12H,830
10/12/2017 11H,800
10/12/2017 10H,800
10/12/2017 09H,815
10/12/2017 08H,850
10/12/2017 07H,920
10/12/2017 06H,1015
10/12/2017 05H,1100
10/12/2017 04H,1145
10/12/2017 03H,1165
10/12/2017 02H,1150
10/12/2017 01H,1130
10/12/2017 00H,1110
10/11/2017 23H,1100
10/11/2017 22H,1110
10/11/2017 21H,1125
10/11/2017 20H,1135
10/11/2017 19H,1155
10/11/2017 18H,1165
10/11/2017 17H,1175
10/11/2017 16H,1200
10/11/2017 15H,1215
10/11/2017 14H,1130
10/11/2017 13H,990
10/11/2017 12H,885
10/11/2017 11H,850
10/11/2017 10H,850
10/11/2017 09H,865
10/11/2017 08H,900
10/11/2017 07H,955
10/11/2017 06H,1045
10/11/2017 05H,1130
10/11/2017 04H,1170
10/11/2017 03H,1190
10/11/2017 02H,1180
10/11/2017 01H,1165
10/11/2017 00H,1145
10/10/2017 23H,1140
10/10/2017 22H,1145
10/10/2017 21H,1160
10/10/2017 20H,1170
10/10/2017 19H,1180
10/10/2017 18H,1190
10/10/2017 17H,1200
10/10/2017 16H,1215
10/10/2017 15H,1200
10/10/2017 14H,1095
10/10/2017 13H,935
10/10/2017 12H,840
10/10/2017 11H,810
10/10/2017 10H,805
10/10/2017 09H,820
10/10/2017 08H,855
10/10/2017 07H,931
10/10/2017 06H,1021
10/10/2017 05H,1102
10/10/2017 04H,1149
10/10/2017 03H,1164
10/10/2017 02H,1140
10/10/2017 01H,1139
10/10/2017 00H,1125
10/9/2017 23H,1124
10/9/2017 22H,1128
10/9/2017 21H,1141
10/9/2017 20H,1150
10/9/2017 19H,1163
10/9/2017 18H,1174
10/9/2017 17H,1188
10/9/2017 16H,1210
10/9/2017 15H,1219
10/9/2017 14H,1113
10/9/2017 13H,951
10/9/2017 12H,851
10/9/2017 11H,812
10/9/2017 10H,814
10/9/2017 09H,832
10/9/2017 08H,861
10/9/2017 07H,900
10/9/2017 06H,978
10/9/2017 05H,1054
10/9/2017 04H,1090
10/9/2017 03H,1097
10/9/2017 02H,1062
10/9/2017 01H,1042
10/9/2017 00H,1023
10/8/2017 23H,1013
10/8/2017 22H,1019
10/8/2017 21H,1028
10/8/2017 20H,1041
10/8/2017 19H,1044
10/8/2017 18H,1052
10/8/2017 17H,1027
10/8/2017 16H,973
10/8/2017 15H,915
10/8/2017 14H,862
10/8/2017 13H,824
10/8/2017 12H,801
10/8/2017 11H,794
10/8/2017 10H,803
10/8/2017 09H,823
10/8/2017 08H,854
10/8/2017 07H,900
10/8/2017 06H,970
10/8/2017 05H,1020
10/8/2017 04H,1050
10/8/2017 03H,1070
10/8/2017 02H,1045
10/8/2017 01H,1040
10/8/2017 00H,1030
10/7/2017 23H,1025
10/7/2017 22H,1030
10/7/2017 21H,1050
10/7/2017 20H,1070
10/7/2017 19H,1080
10/7/2017 18H,1083
10/7/2017 17H,1067
10/7/2017 16H,1016
10/7/2017 15H,951
10/7/2017 14H,882
10/7/2017 13H,837
10/7/2017 12H,810
10/7/2017 11H,801
10/7/2017 10H,804
10/7/2017 09H,824
10/7/2017 08H,857
10/7/2017 07H,895
10/7/2017 06H,970
10/7/2017 05H,1040
10/7/2017 04H,1085
10/7/2017 03H,1105
10/7/2017 02H,1095
10/7/2017 01H,1115
10/7/2017 00H,1115
10/6/2017 23H,1120
10/6/2017 22H,1130
10/6/2017 21H,1140
10/6/2017 20H,1140
10/6/2017 19H,1145
10/6/2017 18H,1145
10/6/2017 17H,1155
10/6/2017 16H,1160
10/6/2017 15H,1150
10/6/2017 14H,1045
10/6/2017 13H,900
10/6/2017 12H,815
10/6/2017 11H,795
10/6/2017 10H,770
10/6/2017 09H,760
10/6/2017 08H,790
10/6/2017 07H,855
10/6/2017 06H,940
10/6/2017 05H,1025
10/6/2017 04H,1070
10/6/2017 03H,1085
10/6/2017 02H,1065
10/6/2017 01H,1075
10/6/2017 00H,1075
10/5/2017 23H,1075
10/5/2017 22H,1080
10/5/2017 21H,1090
10/5/2017 20H,1090
10/5/2017 19H,1090
10/5/2017 18H,1090
10/5/2017 17H,1095
10/5/2017 16H,1105
10/5/2017 15H,1115
10/5/2017 14H,1010
10/5/2017 13H,855
10/5/2017 12H,765
10/5/2017 11H,740
10/5/2017 10H,740
10/5/2017 09H,755
10/5/2017 08H,785
10/5/2017 07H,865
10/5/2017 06H,955
10/5/2017 05H,1035
10/5/2017 04H,1080
10/5/2017 03H,1095
10/5/2017 02H,1075
10/5/2017 01H,1080
10/5/2017 00H,1080
10/4/2017 23H,1080
10/4/2017 22H,1085
10/4/2017 21H,1095
10/4/2017 20H,1095
10/4/2017 19H,1100
10/4/2017 18H,1105
10/4/2017 17H,1105
10/4/2017 16H,1120
10/4/2017 15H,1125
10/4/2017 14H,1050
10/4/2017 13H,915
10/4/2017 12H,830
10/4/2017 11H,805
10/4/2017 10H,805
10/4/2017 09H,820
10/4/2017 08H,850
10/4/2017 07H,916
10/4/2017 06H,1007
10/4/2017 05H,1086
10/4/2017 04H,1126
10/4/2017 03H,1135
10/4/2017 02H,1113
10/4/2017 01H,1119
10/4/2017 00H,1115
10/3/2017 23H,1117
10/3/2017 22H,1124
10/3/2017 21H,1137
10/3/2017 20H,1141
10/3/2017 19H,1151
10/3/2017 18H,1154
10/3/2017 17H,1162
10/3/2017 16H,1173
10/3/2017 15H,1176
10/3/2017 14H,1074
10/3/2017 13H,920
10/3/2017 12H,832
10/3/2017 11H,801
10/3/2017 10H,801
10/3/2017 09H,819
10/3/2017 08H,851
10/3/2017 07H,911
10/3/2017 06H,1001
10/3/2017 05H,1082
10/3/2017 04H,1132
10/3/2017 03H,1149
10/3/2017 02H,1133
10/3/2017 01H,1140
10/3/2017 00H,1127
10/2/2017 23H,1123
10/2/2017 22H,1126
10/2/2017 21H,1138
10/2/2017 20H,1145
10/2/2017 19H,1150
10/2/2017 18H,1152
10/2/2017 17H,1157
10/2/2017 16H,1166
10/2/2017 15H,1166
10/2/2017 14H,1062
10/2/2017 13H,909
10/2/2017 12H,823
10/2/2017 11H,787
10/2/2017 10H,789
10/2/2017 09H,805
10/2/2017 08H,833
10/2/2017 07H,889
10/2/2017 06H,963
10/2/2017 05H,1038
10/2/2017 04H,1077
10/2/2017 03H,1085
10/2/2017 02H,1059
10/2/2017 01H,1044
10/2/2017 00H,1027
10/1/2017 23H,1017
10/1/2017 22H,1022
10/1/2017 21H,1033
10/1/2017 20H,1039
10/1/2017 19H,1043
10/1/2017 18H,1037
10/1/2017 17H,1006
10/1/2017 16H,951
10/1/2017 15H,887
10/1/2017 14H,836
10/1/2017 13H,803
10/1/2017 12H,784
10/1/2017 11H,780
10/1/2017 10H,787
10/1/2017 09H,807
10/1/2017 08H,838
10/1/2017 07H,885
10/1/2017 06H,945
10/1/2017 05H,1005
10/1/2017 04H,1055
10/1/2017 03H,1065
10/1/2017 02H,1040
10/1/2017 01H,1030
10/1/2017 00H,1020
09/30/2017 23H,1010
09/30/2017 22H,1025
09/30/2017 21H,1035
09/30/2017 20H,1047
09/30/2017 19H,1054
09/30/2017 18H,1047
09/30/2017 17H,1024
09/30/2017 16H,974
09/30/2017 15H,907
09/30/2017 14H,846
09/30/2017 13H,804
09/30/2017 12H,778
09/30/2017 11H,772
09/30/2017 10H,781
09/30/2017 09H,803
09/30/2017 08H,838
09/30/2017 07H,895
09/30/2017 06H,960
09/30/2017 05H,1030
09/30/2017 04H,1090
09/30/2017 03H,1100
09/30/2017 02H,1105
09/30/2017 01H,1130
09/30/2017 00H,1140
09/29/2017 23H,1140
09/29/2017 22H,1160
09/29/2017 21H,1160
09/29/2017 20H,1160
09/29/2017 19H,1160
09/29/2017 18H,1155
09/29/2017 17H,1145
09/29/2017 16H,1130
09/29/2017 15H,1110
09/29/2017 14H,1015
09/29/2017 13H,880
09/29/2017 12H,810
09/29/2017 11H,765
09/29/2017 10H,750
09/29/2017 09H,775
09/29/2017 08H,810
09/29/2017 07H,875
09/29/2017 06H,970
09/29/2017 05H,1060
09/29/2017 04H,1120
09/29/2017 03H,1125
09/29/2017 02H,1135
09/29/2017 01H,1175
09/29/2017 00H,1185
09/28/2017 23H,1180
09/28/2017 22H,1190
09/28/2017 21H,1185
09/28/2017 20H,1170
09/28/2017 19H,1156
09/28/2017 18H,1135
09/28/2017 17H,1117
09/28/2017 16H,1085
09/28/2017 15H,1052
09/28/2017 14H,954
09/28/2017 13H,827
09/28/2017 12H,753
09/28/2017 11H,737
09/28/2017 10H,743
09/28/2017 09H,766
09/28/2017 08H,804
09/28/2017 07H,855
09/28/2017 06H,940
09/28/2017 05H,1035
09/28/2017 04H,1095
09/28/2017 03H,1105
09/28/2017 02H,1100
09/28/2017 01H,1130
09/28/2017 00H,1140
09/27/2017 23H,1135
09/27/2017 22H,1140
09/27/2017 21H,1145
09/27/2017 20H,1146
09/27/2017 19H,1142
09/27/2017 18H,1111
09/27/2017 17H,1091
09/27/2017 16H,1087
09/27/2017 15H,1073
09/27/2017 14H,992
09/27/2017 13H,837
09/27/2017 12H,753
09/27/2017 11H,733
09/27/2017 10H,737
09/27/2017 09H,754
09/27/2017 08H,792
09/27/2017 07H,850
09/27/2017 06H,940
09/27/2017 05H,1020
09/27/2017 04H,1065
09/27/2017 03H,1070
09/27/2017 02H,1080
09/27/2017 01H,1150
09/27/2017 00H,1155
09/26/2017 23H,1155
09/26/2017 22H,1165
09/26/2017 21H,1175
09/26/2017 20H,1170
09/26/2017 19H,1160
09/26/2017 18H,1150
09/26/2017 17H,1140
09/26/2017 16H,1130
09/26/2017 15H,1105
09/26/2017 14H,1005
09/26/2017 13H,875
09/26/2017 12H,800
09/26/2017 11H,780
09/26/2017 10H,785
09/26/2017 09H,805
09/26/2017 08H,840
09/26/2017 07H,899
09/26/2017 06H,990
09/26/2017 05H,1076
09/26/2017 04H,1130
09/26/2017 03H,1141
09/26/2017 02H,1127
09/26/2017 01H,1137
09/26/2017 00H,1138
09/25/2017 23H,1143
09/25/2017 22H,1149
09/25/2017 21H,1157
09/25/2017 20H,1161
09/25/2017 19H,1162
09/25/2017 18H,1153
09/25/2017 17H,1138
09/25/2017 16H,1130
09/25/2017 15H,1102
09/25/2017 14H,1012
09/25/2017 13H,868
09/25/2017 12H,787
09/25/2017 11H,763
09/25/2017 10H,768
09/25/2017 09H,786
09/25/2017 08H,816
09/25/2017 07H,871
09/25/2017 06H,946
09/25/2017 05H,1014
09/25/2017 04H,1055
09/25/2017 03H,1051
09/25/2017 02H,1031
09/25/2017 01H,1019
09/25/2017 00H,1011
09/24/2017 23H,1002
09/24/2017 22H,1010
09/24/2017 21H,1017
09/24/2017 20H,1022
09/24/2017 19H,1016
09/24/2017 18H,1012
09/24/2017 17H,969
09/24/2017 16H,918
09/24/2017 15H,854
09/24/2017 14H,810
09/24/2017 13H,774
09/24/2017 12H,762
09/24/2017 11H,758
09/24/2017 10H,771
09/24/2017 09H,793
09/24/2017 08H,823
09/24/2017 07H,881
09/24/2017 06H,942
09/24/2017 05H,993
09/24/2017 04H,1027
09/24/2017 03H,1031
09/24/2017 02H,1020
09/24/2017 01H,1013
09/24/2017 00H,1012
09/23/2017 23H,1011
09/23/2017 22H,1023
09/23/2017 21H,1032
09/23/2017 20H,1042
09/23/2017 19H,1047
09/23/2017 18H,1046
09/23/2017 17H,1028
09/23/2017 16H,982
09/23/2017 15H,907
09/23/2017 14H,845
09/23/2017 13H,798
09/23/2017 12H,777
09/23/2017 11H,773
09/23/2017 10H,789
09/23/2017 09H,801
09/23/2017 08H,835
09/23/2017 07H,910
09/23/2017 06H,980
09/23/2017 05H,1045
09/23/2017 04H,1080
09/23/2017 03H,1085
09/23/2017 02H,1090
09/23/2017 01H,1110
09/23/2017 00H,1115
09/22/2017 23H,1120
09/22/2017 22H,1130
09/22/2017 21H,1145
09/22/2017 20H,1145
09/22/2017 19H,1150
09/22/2017 18H,1150
09/22/2017 17H,1150
09/22/2017 16H,1150
09/22/2017 15H,1145
09/22/2017 14H,1035
09/22/2017 13H,890
09/22/2017 12H,800
09/22/2017 11H,750
09/22/2017 10H,750
09/22/2017 09H,770
09/22/2017 08H,800
09/22/2017 07H,870
09/22/2017 06H,955
09/22/2017 05H,1025
09/22/2017 04H,1070
09/22/2017 03H,1065
09/22/2017 02H,1060
09/22/2017 01H,1065
09/22/2017 00H,1065
09/21/2017 23H,1070
09/21/2017 22H,1080
09/21/2017 21H,1090
09/21/2017 20H,1095
09/21/2017 19H,1105
09/21/2017 18H,1110
09/21/2017 17H,1110
09/21/2017 16H,1115
09/21/2017 15H,1115
09/21/2017 14H,1020
09/21/2017 13H,870
09/21/2017 12H,785
09/21/2017 11H,755
09/21/2017 10H,750
09/21/2017 09H,770
09/21/2017 08H,810
09/21/2017 07H,880
09/21/2017 06H,970
09/21/2017 05H,1050
09/21/2017 04H,1095
09/21/2017 03H,1095
09/21/2017 02H,1095
09/21/2017 01H,1095
09/21/2017 00H,1090
09/20/2017 23H,1090
09/20/2017 22H,1100
09/20/2017 21H,1115
09/20/2017 20H,1115
09/20/2017 19H,1125
09/20/2017 18H,1125
09/20/2017 17H,1125
09/20/2017 16H,1135
09/20/2017 15H,1130
09/20/2017 14H,1055
09/20/2017 13H,930
09/20/2017 12H,845
09/20/2017 11H,810
09/20/2017 10H,810
09/20/2017 09H,835
09/20/2017 08H,870
09/20/2017 07H,920
09/20/2017 06H,1015
09/20/2017 05H,1095
09/20/2017 04H,1140
09/20/2017 03H,1150
09/20/2017 02H,1150
09/20/2017 01H,1150
09/20/2017 00H,1140
09/19/2017 23H,1140
09/19/2017 22H,1150
09/19/2017 21H,1160
09/19/2017 20H,1165
09/19/2017 19H,1170
09/19/2017 18H,1175
09/19/2017 17H,1170
09/19/2017 16H,1170
09/19/2017 15H,1170
09/19/2017 14H,1060
09/19/2017 13H,920
09/19/2017 12H,835
09/19/2017 11H,805
09/19/2017 10H,795
09/19/2017 09H,815
09/19/2017 08H,855
09/19/2017 07H,905
09/19/2017 06H,1000
09/19/2017 05H,1075
09/19/2017 04H,1130
09/19/2017 03H,1145
09/19/2017 02H,1140
09/19/2017 01H,1145
09/19/2017 00H,1130
09/18/2017 23H,1125
09/18/2017 22H,1135
09/18/2017 21H,1140
09/18/2017 20H,1150
09/18/2017 19H,1150
09/18/2017 18H,1155
09/18/2017 17H,1140
09/18/2017 16H,1135
09/18/2017 15H,1125
09/18/2017 14H,1020
09/18/2017 13H,890
09/18/2017 12H,805
09/18/2017 11H,770
09/18/2017 10H,770
09/18/2017 09H,790
09/18/2017 08H,820
09/18/2017 07H,880
09/18/2017 06H,945
09/18/2017 05H,995
09/18/2017 04H,1030
09/18/2017 03H,1030
09/18/2017 02H,1030
09/18/2017 01H,1040
09/18/2017 00H,1040
09/17/2017 23H,1035
09/17/2017 22H,1040
09/17/2017 21H,1050
09/17/2017 20H,1050
09/17/2017 19H,1050
09/17/2017 18H,1040
